filepath,title
/home/radiance/ego4d_dealt_data/frame_output_dir_1/2bb31b69-fcda-4f54-8338-f590944df999_frame_647.jpg, A lady X picks the cards
/home/radiance/ego4d_dealt_data/frame_output_dir_1/99c22e25-31ba-4d1c-a339-257d329f0efc_frame_254.jpg, C brings out a plum wine from the cabinet.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/5571bcb4-70cb-47ea-ad9c-b208b7433e91_frame_59.jpg, C places the door frame on the side of the door in the room.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/e4259a99-fd9f-437b-b887-3d671e32d4f0_frame_25.jpg, C adjusts his cloth with his hands
/home/radiance/ego4d_dealt_data/frame_output_dir_1/075ef56b-d561-4210-b15d-4a260c18e980_frame_27.jpg, Lady A moves around
/home/radiance/ego4d_dealt_data/frame_output_dir_1/036ed5cd-297e-4592-97ee-0611adbc45d2_frame_159.jpg, C stops hitting the top of the paint can with the paint brush.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/a448297b-ae62-4712-bc4f-849b39176558_frame_511.jpg, C plays the ball towards the man Y with the bat
/home/radiance/ego4d_dealt_data/frame_output_dir_1/5aba8942-4394-411e-a540-9af55704eed5_frame_77.jpg, C cuts a little part of the lining of the blouse with the scissors
/home/radiance/ego4d_dealt_data/frame_output_dir_1/d40be91b-85bb-4c47-ac18-52c4d044e3fc_frame_3706.jpg, The man B picks a spoonful of ice cream with his left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/494723eb-9670-4d7a-bb23-ecc66fd6e258_frame_631.jpg, C takes grain from the local pot with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/9cce57e5-456b-47b8-8386-0882bd840a47_frame_381.jpg, C walks across the warehouse
/home/radiance/ego4d_dealt_data/frame_output_dir_1/3328d2a7-5c80-4b9d-b3f6-9afdbcfc03cb_frame_19.jpg, C hangs cable on the tool box
/home/radiance/ego4d_dealt_data/frame_output_dir_1/2759eecc-cac8-4025-a705-c84745195006_frame_890.jpg, woman Z holds her container with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/2da5c1ee-bd40-406d-83a7-2f3d93293949_frame_214.jpg, C puts some of the white substance in the mixture
/home/radiance/ego4d_dealt_data/frame_output_dir_1/a88dc617-1043-4086-990e-ae3d48ef9b11_frame_19.jpg, C moves the pins to the right edge of the sewing machine.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/268b8232-2e94-47c6-928b-99ec175340c5_frame_301.jpg, C picks a cloth
/home/radiance/ego4d_dealt_data/frame_output_dir_1/7156f0b1-8a17-4dd2-860f-9de4aceb4646_frame_357.jpg, C digs into soil
/home/radiance/ego4d_dealt_data/frame_output_dir_1/9a7a189e-3494-40c0-84ee-5be47af574f7_frame_33.jpg, C puts   on the table
/home/radiance/ego4d_dealt_data/frame_output_dir_1/b3190c93-c6fc-4e3d-b6ca-41e7ea9fed3f_frame_81.jpg, man X pressses object   on the floor
/home/radiance/ego4d_dealt_data/frame_output_dir_1/cdfd99eb-88c6-4bc7-8f66-e0318216feab_frame_168.jpg, C paints the metal cage with the paint brush in his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/e9457a6d-6e1b-4df3-a5d6-d8532af9dce8_frame_94.jpg, C puts down his left leg from his right knee
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ffb7ecf6-f44e-499b-b315-a4aeabf3578c_frame_258.jpg, C adjusts the mould on the floor with his hands
/home/radiance/ego4d_dealt_data/frame_output_dir_1/df9c2151-58c3-471c-8e91-caa8afc61c65_frame_495.jpg, C loosens the bolt on the fox float with his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/c102289f-e029-4c27-a53c-858b2bcf005d_frame_2299.jpg, The woman X picks the card from the table with her left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/32f103c7-13ae-4f44-ab24-7b398f1bc37a_frame_309.jpg, C puts the book in the book shelf with her left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/71fbc5bf-7e2a-415d-86bc-3a948742e904_frame_124.jpg, C pushes the vacuum machine with his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/1c726086-c51a-421b-bb62-d1125db4bfe5_frame_140.jpg, C drops the plants on the ground.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/1252589c-8732-4404-ac89-d57f78634ce5_frame_41.jpg, C bends down.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/d2495931-34b0-4287-9e1a-f501c50580de_frame_264.jpg, C lifts the sweet corn can.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/e58a1cd6-cf82-4477-b8a3-8f749ebceffe_frame_209.jpg, C rinses the cooking pot
/home/radiance/ego4d_dealt_data/frame_output_dir_1/a12141a1-b708-4e12-9d0c-c15ef80f0993_frame_80.jpg, C scoops the mixture with plaster trowel
/home/radiance/ego4d_dealt_data/frame_output_dir_1/95e3cefa-e6a2-4c1e-831d-616a86ff177b_frame_277.jpg, C cuts dough from the dough in his right hand with his left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/fe1f9d74-2a66-418f-88e8-80a3f6dc6e9d_frame_1511.jpg, C drops the electrode holder in his right hand on the ground.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/302904f9-3694-4e7b-a39c-ef97120bac68_frame_106.jpg, C picks a pod from the ground with her left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/39208fca-0c54-48e9-b4f3-b4803bb67661_frame_113.jpg, C dispenses the reagent from the pipette in his hands into the test tube in the rack on the workbench.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/2560bb74-cad3-4ea6-b034-bea360d9507c_frame_443.jpg, C passes the hoe in his right hand to his left hand
/home/radiance/ego4d_dealt_data/frame_output_dir_1/f78d1cdb-909e-4558-bc72-73b7afdaf7b3_frame_1254.jpg, C drops the clay mortar on the ground with both hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/d3f76c88-5996-4da0-8b8f-6c1b8f85a4d8_frame_1394.jpg, C drills hole in a metal with sheet metal punching machine
/home/radiance/ego4d_dealt_data/frame_output_dir_1/a4d1163f-c58b-42ab-a067-de780782afdd_frame_59.jpg,#c c uses a claw bar to pull a nail from the wood
/home/radiance/ego4d_dealt_data/frame_output_dir_1/59857657-5cb1-4268-9c8f-ab6cb3c3ad3b_frame_1533.jpg, C converses with the man Q.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/8455478f-ddba-4c24-a9a9-a05595643751_frame_2772.jpg, The man U raises up his right hand
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ebeec69a-3506-4b0a-bd14-3cdc32aeba4a_frame_233.jpg, C picks up cutter from the workbench.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/f374039b-7f08-4dc3-af64-4e9ff61db531_frame_208.jpg, C holds the bucket with his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/df77aa22-b198-4081-a10b-940bcd3639d5_frame_259.jpg, C molds clay on the ground
/home/radiance/ego4d_dealt_data/frame_output_dir_1/8e58a7b3-43ef-406d-ad5d-901f83418261_frame_596.jpg, C places the brush on the table
/home/radiance/ego4d_dealt_data/frame_output_dir_1/79c62f24-488e-4a69-8220-3b20cb4bf72b_frame_690.jpg, C grabs the thread
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ac5c8471-35f5-4643-aa2d-525bb901b22f_frame_4753.jpg, The man A slides the plastic bag on the table with both hands.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/51feff6e-012f-473c-8dd9-4e2ea0a0389a_frame_24.jpg, C adjusts the tuners
/home/radiance/ego4d_dealt_data/frame_output_dir_1/bcb745e1-55a3-41a4-9013-8977a2837737_frame_14.jpg, C pushes the drawer back into the cabinet.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/25d0feb6-f66f-499f-a6b0-0ceb9df56896_frame_384.jpg, C adjusts the sewing machine.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/cba13243-5ad3-4360-87df-6286867c473a_frame_1124.jpg, C puts the tray on the floor
/home/radiance/ego4d_dealt_data/frame_output_dir_1/835e2f43-bdb5-48fc-a821-cea7b7ba66a2_frame_45.jpg, C rinses the glass with the tap water
/home/radiance/ego4d_dealt_data/frame_output_dir_1/7e3b7dff-bf38-4352-8adc-43799beb556f_frame_1325.jpg, C picks a cup from the cooker tabletop with her left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/09fe2f2d-7d90-4d7d-9dcd-baec4704f4cc_frame_178.jpg, C dances on the dance floor with the group of people.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/b2a1b8ca-99d6-4f26-953f-426e89649e90_frame_329.jpg, C picks the short broom.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/c82c7f38-09b5-4520-a945-34f15865d813_frame_336.jpg, C smashes the lump of soil with both hands
/home/radiance/ego4d_dealt_data/frame_output_dir_1/13cc7b8c-8da9-4931-bb2c-7dbd074aebbd_frame_46.jpg, Man X holds game piece
/home/radiance/ego4d_dealt_data/frame_output_dir_1/95f2caf6-c6f5-4471-9763-2957e248eb58_frame_275.jpg, The man Z places his left leg on a climbing holds on the wall.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/74e37c3b-9b5d-41ef-a806-61000cb6857c_frame_85.jpg, C puts round dough in the bowl
/home/radiance/ego4d_dealt_data/frame_output_dir_1/b959f479-0508-4f1b-96a5-1b17e86af8ce_frame_52.jpg, C looks at the items on the shelf
/home/radiance/ego4d_dealt_data/frame_output_dir_1/2d76e155-dcae-4fdb-be83-a37f09e699a8_frame_570.jpg, a man X picks up the fork
/home/radiance/ego4d_dealt_data/frame_output_dir_1/6b7ffc3f-e044-409e-8923-f4682b0f2a65_frame_227.jpg, C moves a part of the electronic hardware on the table. #Unsure
/home/radiance/ego4d_dealt_data/frame_output_dir_1/f0a5b497-94d3-47ec-8bd6-427d91d15adf_frame_7.jpg, C unscrews the rear fender of the bike with his gloved hands.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/696047aa-d2d4-4767-9a88-a1241e231f07_frame_164.jpg, The man E collects the card from the man A with his left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/8645cc8f-2a69-4a50-bf90-9faec8d80386_frame_109.jpg, C Locks a truck door
/home/radiance/ego4d_dealt_data/frame_output_dir_1/a2782998-77b3-47a5-ac62-ce483a420711_frame_62.jpg, C converses
/home/radiance/ego4d_dealt_data/frame_output_dir_1/e0f75a35-4dde-44ef-aee7-cab38e4524f6_frame_862.jpg, C aligns dough point with fingers
/home/radiance/ego4d_dealt_data/frame_output_dir_1/cb307bf2-d795-4615-8a0c-3f8f7f6800b7_frame_1277.jpg, A woman Y puts a card on the floor
/home/radiance/ego4d_dealt_data/frame_output_dir_1/c82e03e6-291d-4877-8a40-6b5db3f0292d_frame_546.jpg, C hits his left hand on the warp.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/4560e062-ed97-4b52-8719-907cce2ce3b8_frame_107.jpg, C stirs the onions in the frying pan with the cooking spoon.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ce444cf8-eaf9-4506-96d4-e94c3bacb28c_frame_346.jpg, C cleans the second paint tray with the tissue paper in his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/2a6b3d10-8da9-4f0e-a681-59ba48a55dbf_frame_25.jpg, C peels the melon the in her hands with the knife
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ac5c8471-35f5-4643-aa2d-525bb901b22f_frame_6352.jpg, C puts the pack of coconut oil in the polybag with his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/9c694da1-a678-4bd1-972f-7f7738c0ba79_frame_693.jpg, C removes her right hand from the cloth
/home/radiance/ego4d_dealt_data/frame_output_dir_1/937e5809-09d0-4c6b-8d9e-9329e0cf6218_frame_968.jpg, person X bounces a ball on the ground
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ecb53665-3b24-416f-9a63-24030aed6f97_frame_386.jpg, C opens the tomato paste can
/home/radiance/ego4d_dealt_data/frame_output_dir_1/fd0aa4ec-bd6b-4f96-a5a3-cd457a30637d_frame_704.jpg, C drills the rail
/home/radiance/ego4d_dealt_data/frame_output_dir_1/09f8aeeb-42e9-419c-ac89-44491bdad2ec_frame_229.jpg, the woman P waves her hand towards man D and woman J with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/011ee98a-afc2-4088-b4d1-e0f7d84f3611_frame_343.jpg, C moves the paper on the book on the table with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/053ae0a6-937d-4bdc-8001-d3dfe7899811_frame_32.jpg, C drives to the left.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/03acb84e-6cb8-487c-b413-630bcbf9f406_frame_167.jpg, C cleans the book with the rag in his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/7c1c5dca-5856-4997-8cda-9fa3bca10a3b_frame_401.jpg, C passes the piece of PVC sheet from his right hand to his left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/9e7fa594-5774-4681-a034-50a5c83cff8f_frame_250.jpg, C turns around
/home/radiance/ego4d_dealt_data/frame_output_dir_1/71aa4945-0402-453c-b66f-6550cdc37aa8_frame_65.jpg, C holds the brick removing mortar on the heap of bricks on the ground with his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/e191e0de-e570-4925-9cbb-e05fe1132a47_frame_50.jpg, C wraps the cabbage
/home/radiance/ego4d_dealt_data/frame_output_dir_1/55e6a9ac-9a1d-47f7-be3d-eea1296d1627_frame_50.jpg, C picks up a knife from the chopping board with her right hand
/home/radiance/ego4d_dealt_data/frame_output_dir_1/fc1a0579-6377-4d5a-b2f4-7d25643b5c24_frame_317.jpg,#c c put down the piece of fabric
/home/radiance/ego4d_dealt_data/frame_output_dir_1/1b204c9b-30da-47cc-b793-8813169e72c7_frame_22.jpg, C rotates the food
/home/radiance/ego4d_dealt_data/frame_output_dir_1/95f2caf6-c6f5-4471-9763-2957e248eb58_frame_3081.jpg, The man F picks the knife on the plate on the table with his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/bdeb0df9-2983-41bb-ba27-c431d9ef3163_frame_98.jpg, C cleans the black top with the white napkin in his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/d73bb655-36f4-4718-99e5-04ea7e740be1_frame_1160.jpg, The woman B drops the poker chip on the table with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/29660a30-b2f3-491c-b043-0c85f7313966_frame_80.jpg, C moves sheet of paper
/home/radiance/ego4d_dealt_data/frame_output_dir_1/d9db7166-e5fe-4ce5-85eb-0c437c4ddf32_frame_352.jpg, C holds the metal rod with left hand
/home/radiance/ego4d_dealt_data/frame_output_dir_1/06f6180b-6aaa-4f78-b7e5-97b82ab24051_frame_36.jpg, C picks a scissors with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ac8dba37-ce09-4dc5-b478-8194e41353c3_frame_6582.jpg, The man Y drops the bag of provisions on the table with both hands.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/bcb745e1-55a3-41a4-9013-8977a2837737_frame_67.jpg, C closes one of the drawers.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/96677cbb-14bc-457a-9dbc-498e3c457f3b_frame_115.jpg, C removes skin from the eggplant with her right hand
/home/radiance/ego4d_dealt_data/frame_output_dir_1/2aee665a-7d91-4fcc-9785-73e0d94b7c48_frame_3.jpg, C puts the beads on the thread
/home/radiance/ego4d_dealt_data/frame_output_dir_1/f681f510-cd33-48e3-bc10-4a8f2a518495_frame_222.jpg, C interacts with the coworker Y.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/1aa426b2-4d83-4b56-9d3c-4616adc464c8_frame_5.jpg, C touches the book
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ec85a806-d47f-4555-8c4c-20f59927e580_frame_453.jpg, C interacted with the man A.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/f330e671-6ad4-49d4-8d59-e2493119ac43_frame_1659.jpg, The man F drops the cup on the table with his right hand .
/home/radiance/ego4d_dealt_data/frame_output_dir_1/1aa426b2-4d83-4b56-9d3c-4616adc464c8_frame_201.jpg, C converses
/home/radiance/ego4d_dealt_data/frame_output_dir_1/907f14d8-bcbb-4f00-a44d-1bcad82207d2_frame_132.jpg, C puts the bottle of vape in the mouth
/home/radiance/ego4d_dealt_data/frame_output_dir_1/8d3b84a9-e747-47c1-8f09-726fdde7986c_frame_319.jpg, C walks in the supermarket
/home/radiance/ego4d_dealt_data/frame_output_dir_1/d0c769a7-71bf-4b6b-b11e-93000c76de1a_frame_427.jpg, The woman X gives the spoon to the baby Y.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/5ab334f2-ecc8-4a05-96f8-4320225379b2_frame_499.jpg, C throws the tennis ball at woman X with her hand. #Unsure
/home/radiance/ego4d_dealt_data/frame_output_dir_1/cdab008a-c074-4d4e-af46-f30e467f1c12_frame_720.jpg, C drops the match box into the cloth on the wall with his left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/8d4895eb-b2d1-43b8-90f1-e80fcc37797b_frame_437.jpg, The woman T gestures with both hands.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/6ce93897-2db9-4dca-bc44-2c46fa3a1b39_frame_146.jpg, C paints the brush in the water
/home/radiance/ego4d_dealt_data/frame_output_dir_1/47c111f9-339f-4d4a-ad1f-94ffb71c278f_frame_195.jpg, C rolls the yarn around a knitting needle
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ffb7ecf6-f44e-499b-b315-a4aeabf3578c_frame_2399.jpg, C squats on the ground
/home/radiance/ego4d_dealt_data/frame_output_dir_1/e9292246-82de-4d31-9f5c-88e68d14021b_frame_193.jpg, C spins the balance wheel of the sewing machine with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/8ea5ddc3-ae53-4cff-b457-ba425c6bec97_frame_330.jpg, The policewoman J operates the phone in her right hand with her left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/c9d4550d-76d9-47f7-b1e4-916cbef743e5_frame_217.jpg, C covers the plate with chopped tomatoes
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ae59dda2-8aa0-40e1-bd48-af368ea8e149_frame_571.jpg, C holds the bamboo strip with his left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/2a2ff7db-5460-4296-a8a7-946ba628226d_frame_379.jpg, C picks the dough on the tray with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/4abd8edc-4751-4a47-9808-696d960b7557_frame_2338.jpg, C picks a plastic trough from atop a block on the ground with both hands
/home/radiance/ego4d_dealt_data/frame_output_dir_1/949c5a8f-7aa7-4566-a04c-531961cbcc16_frame_946.jpg, The man A scrapes a wall with the trowel in his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/b2f487cb-83b2-4e60-855d-1750938d0f1a_frame_96.jpg," C person S, T and R walks down the road"
/home/radiance/ego4d_dealt_data/frame_output_dir_1/7ea64050-2785-4d1a-a0f8-b7d67bc0895a_frame_42.jpg, C rolls the paint roller in the tray
/home/radiance/ego4d_dealt_data/frame_output_dir_1/cb1f1ddf-f4f6-4b0e-ab73-0285729ba790_frame_530.jpg, C throws the mortar on the wall of the building with the hand trowel in his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/13488a91-cef6-46f4-8007-9453d5d49925_frame_14.jpg, C puts leg on the table
/home/radiance/ego4d_dealt_data/frame_output_dir_1/5e7a6a04-70d3-4ce5-82ff-971ca6478328_frame_66.jpg, Girl X closes the car door with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/e0ae623e-688f-4230-969d-3d3096a28948_frame_21.jpg, C drops a picture
/home/radiance/ego4d_dealt_data/frame_output_dir_1/3a9a2d70-75f5-4aa1-9afe-083a3a02b837_frame_198.jpg, C applies glue on the yarn with a glue gun in his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/66a0900b-069d-48bf-9071-f4e659f8a9d0_frame_188.jpg, C drops the cover of the container on the counter
/home/radiance/ego4d_dealt_data/frame_output_dir_1/899b65f8-10b8-42e0-9af1-8bcd46cf927a_frame_129.jpg, C places the stone on the cloth on the table with the stone picker in her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/81fff27c-97c0-483a-ad42-47fa947977a9_frame_355.jpg, C rotates both hands.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/1a89d7f1-fb77-4aef-a97a-d3d54756a9df_frame_131.jpg, person E moves the cards
/home/radiance/ego4d_dealt_data/frame_output_dir_1/969866a7-2393-4bca-851a-885ddd7f627d_frame_13.jpg, A woman X walks on the pavement
/home/radiance/ego4d_dealt_data/frame_output_dir_1/38b56399-3b1c-421d-8a80-1e5f54fcd667_frame_502.jpg, C picks a bow saw with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/d51cd3c2-dc8a-42ad-90c7-a130f6481b7d_frame_182.jpg, C puts a pen on the desk
/home/radiance/ego4d_dealt_data/frame_output_dir_1/9d965c16-0014-45e5-b37b-50a786971470_frame_1384.jpg, The waiter Z converses with the man E.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/8d9e3484-81d3-478f-a056-c2e78d84a6b3_frame_121.jpg, C wipes a kitchen counter with a paper towel
/home/radiance/ego4d_dealt_data/frame_output_dir_1/d7480d27-f607-4a5a-8c31-9d299f70a4b8_frame_1783.jpg, The woman D ties the spinach with the rubber band in her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/8dd63cb0-6b7b-401d-bbc3-b5f113b67cd8_frame_14.jpg, C releases the ratchet wrench from the bolt with his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/1b9ed208-7309-4ef5-8dec-3c9b0f482a14_frame_31.jpg, O sweeps the wall with a whisker
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ffa4f27f-4e66-4b8c-ba6a-9a94f3491eb6_frame_151.jpg, C looks around
/home/radiance/ego4d_dealt_data/frame_output_dir_1/36061570-8403-4cc1-8ea0-1de39853d47b_frame_30.jpg, C touches a kitchen cloth on the kitchen sink with his right hand
/home/radiance/ego4d_dealt_data/frame_output_dir_1/8dcbac26-8ea1-4b55-b269-882eda459ee1_frame_2248.jpg, C cuts the dough in his right hand with both hands.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/682aedeb-0c6e-4050-b5a9-5be7f5a479f1_frame_286.jpg, C dips the paintbrush in a cup of water with his right hand
/home/radiance/ego4d_dealt_data/frame_output_dir_1/20bc995f-c3de-4789-bd7a-34cf1a313b0c_frame_1056.jpg, C touches the pot on the table with his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/5b284586-e187-4156-b909-6a8d73491abd_frame_880.jpg, C interacts with the man E.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/32ccccb7-547d-4bd3-9669-d6bb71466fe4_frame_241.jpg, C drops the dough on the pastry board
/home/radiance/ego4d_dealt_data/frame_output_dir_1/fe3ba281-b033-42e8-a0e0-29a2ff0d2e59_frame_1539.jpg, C writes on a paper with a pencil
/home/radiance/ego4d_dealt_data/frame_output_dir_1/4abd8edc-4751-4a47-9808-696d960b7557_frame_1643.jpg, C drops the brick mould on the ground
/home/radiance/ego4d_dealt_data/frame_output_dir_1/527113bc-c762-4f48-8e1c-e2aac63fa71e_frame_948.jpg, The man Y move a coin on the table with his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/daf4eb70-1d7c-4a15-bca9-6c2006e5b63f_frame_183.jpg, C hits the brick maker machine
/home/radiance/ego4d_dealt_data/frame_output_dir_1/9440d47e-8bd2-48a8-a85f-1ce407fd03b7_frame_803.jpg, C pours sand out of the clay mould
/home/radiance/ego4d_dealt_data/frame_output_dir_1/b390f179-78cb-4522-9abc-467e0597d4b7_frame_285.jpg, The woman B drops the cup on the table.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/898afb02-0bde-4fe7-81f8-645b94ac4899_frame_45.jpg, C hits the floor board with the hammer.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ae7b6096-4f00-42af-857d-603c2cbfa940_frame_268.jpg, C moves the red sheet through the punch.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/8bef8b33-a1ee-43e7-a2d0-8cf68653cb0c_frame_187.jpg, C paints a drawing
/home/radiance/ego4d_dealt_data/frame_output_dir_1/39011e23-5fe4-41cd-b146-f3f9e3f3941a_frame_691.jpg, C arranges the shoes on the floor
/home/radiance/ego4d_dealt_data/frame_output_dir_1/18a3840b-7463-43c4-9aa9-b1d8e486fa84_frame_1227.jpg, C measures the pvc material with the measuring tape
/home/radiance/ego4d_dealt_data/frame_output_dir_1/a5d416f3-723a-4181-8ed3-3e3c97a4cd3c_frame_398.jpg, C rubs gum on the wooden structure with the brush
/home/radiance/ego4d_dealt_data/frame_output_dir_1/a099dca1-4be0-4edb-9de2-a429b45bbf42_frame_83.jpg, C throws a box on the floor
/home/radiance/ego4d_dealt_data/frame_output_dir_1/444a032d-faef-447e-a5dd-c3c8386672b6_frame_130.jpg, C holds the rope
/home/radiance/ego4d_dealt_data/frame_output_dir_1/0cd3698b-9f75-4a43-a8b3-a3bd25b9dc52_frame_864.jpg, C hits the gumboot on the ground
/home/radiance/ego4d_dealt_data/frame_output_dir_1/a75999e6-8eb8-44fa-b562-4de92cd825e3_frame_129.jpg, C operates the tablet
/home/radiance/ego4d_dealt_data/frame_output_dir_1/7a4ce547-ff54-45cf-86ac-a97bd06cfe35_frame_373.jpg, C scrubs the wooden furniture with the cloth in his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/a04b0f05-f91b-4674-aa8b-c89cefe42809_frame_62.jpg, C drops the pieces on the laptop with his left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ae7b6096-4f00-42af-857d-603c2cbfa940_frame_235.jpg, C moves her chair closer to the table.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/ff8ff452-a779-4ab4-baf4-71588be5274e_frame_443.jpg, C gathers the pile of cards with his right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/9fd11936-e3e9-4043-b2ef-a29c3b3575ed_frame_81.jpg, C opens a nut
/home/radiance/ego4d_dealt_data/frame_output_dir_1/5ce89e88-118d-4a36-b1d6-cb65fdbe4063_frame_179.jpg, The man A pours the water in his right hand on the metal plate on the floor.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/0c0d388e-4449-473f-9f0c-755916a63c6c_frame_392.jpg, C drops the brush in his right hand into the paint container on the bucket
/home/radiance/ego4d_dealt_data/frame_output_dir_1/786877d8-e353-4fae-b488-8d7443646882_frame_23.jpg, the woman B adjusts man V camera with her right hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/5cff48d5-d4e3-465f-8302-64cd493aba53_frame_1129.jpg, C shapes the clay with both hands.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/c019e4c6-45f5-4e01-9e4f-6ec4712850ce_frame_62.jpg, c puts the flower pot on the counter top
/home/radiance/ego4d_dealt_data/frame_output_dir_1/615c5cd1-1dab-4667-94ce-30bfe52e7cd4_frame_368.jpg, C walks
/home/radiance/ego4d_dealt_data/frame_output_dir_1/95f2caf6-c6f5-4471-9763-2957e248eb58_frame_1654.jpg, C turns the menu list on the table with his left hand.
/home/radiance/ego4d_dealt_data/frame_output_dir_1/97eaf9ae-9b92-493d-a555-4fcdb7c039a1_frame_242.jpg, C picks a doll on a shelf
/home/radiance/ego4d_dealt_data/frame_output_dir_1/de37a11d-1dcd-4f5b-9054-155093b3a073_frame_3218.jpg, The woman F drops both hands on the table.
